Duration,PID,group,Task,Performance,Topic
60,868,A,F 33,0,Quali
60,868,A,F 34,3,Quali
60,868,A,F 35,0,Quali
60,868,A,F 36,3,Quali
60,868,A,F 37,0,Quali
60,868,A,F 38,0,Quali
60,868,A,F 39,3,Quali
60,868,A,F 40,0,Quali
60,868,A,F 41,3,Quali
60,868,A,F 42,3,Quali
60,722,B,F 1,1.5,Methodology
60,722,B,F 2,0,Methodology
60,722,B,F 3,3,Methodology
60,722,B,F 4,1.5,Measurement Theory
60,722,B,F 5,0,Measurement Theory
60,722,B,F 6,1.5,Measurement Theory
60,722,B,F 7,3,Distribution
60,722,B,F 8,2,Distribution
60,722,B,F 9,0,Distribution
60,722,B,F 10,3,Cross Table
60,722,B,F 11,0,Cross Table
60,722,B,F 12,0,Cross Table
60,722,B,F 13,0,Correlation
60,722,B,F 14,0,Correlation
60,722,B,F 15,0,Correlation
60,722,B,F 19,3,Mean Difference
60,722,B,F 20,0,Mean Difference
60,722,B,F 21,0,Mean Difference
60,722,B,F 25,3,Quali
60,722,B,F 26,3,Quali
60,722,B,F 27,0,Quali
60,722,B,F 28,0,Quali
60,722,B,F 29,3,Quali
60,722,B,F 30,1.5,Quali
60,722,B,F 31,0,Quali
60,722,B,F 32,0,Quali
60,722,B,F 33,0,Quali
60,722,B,F 34,0,Quali
60,722,B,F 35,0,Quali
60,722,B,F 36,0,Quali
60,722,B,F 37,3,Quali
60,722,B,F 38,0,Quali
60,722,B,F 39,0,Quali
60,722,B,F 40,0,Quali
60,722,B,F 41,0,Quali
60,722,B,F 42,3,Quali
60,876,A,F 1,3,Methodology
60,876,A,F 2,0,Methodology
60,876,A,F 3,1,Methodology
60,876,A,F 4,2,Measurement Theory
60,876,A,F 5,3,Measurement Theory
60,876,A,F 6,0,Measurement Theory
60,876,A,F 7,3,Distribution
60,876,A,F 8,1,Distribution
60,876,A,F 9,0,Distribution
60,876,A,F 10,3,Cross Table
60,876,A,F 11,0,Cross Table
60,876,A,F 12,1,Cross Table
60,876,A,F 13,0,Correlation
60,876,A,F 14,0,Correlation
60,876,A,F 15,0,Correlation
60,876,A,F 19,3,Mean Difference
60,876,A,F 20,0,Mean Difference
60,876,A,F 21,2.25,Mean Difference
60,876,A,F 25,3,Quali
60,876,A,F 26,0,Quali
60,876,A,F 27,3,Quali
60,876,A,F 28,3,Quali
60,876,A,F 29,0,Quali
60,876,A,F 30,0.75,Quali
60,876,A,F 31,3,Quali
60,876,A,F 32,0,Quali
60,876,A,F 33,3,Quali
60,876,A,F 34,3,Quali
60,876,A,F 35,0,Quali
60,876,A,F 36,0,Quali
60,876,A,F 37,3,Quali
60,876,A,F 38,0,Quali
60,876,A,F 39,3,Quali
60,876,A,F 40,3,Quali
60,876,A,F 41,3,Quali
60,876,A,F 42,3,Quali
60,200,A,F 1,1,Methodology
60,200,A,F 2,3,Methodology
60,200,A,F 3,2,Methodology
60,200,A,F 4,2.5,Measurement Theory
60,200,A,F 5,0,Measurement Theory
60,200,A,F 6,1.5,Measurement Theory
60,200,A,F 7,0,Distribution
60,200,A,F 8,1,Distribution
60,200,A,F 9,3,Distribution
60,200,A,F 10,3,Cross Table
60,200,A,F 11,0,Cross Table
60,200,A,F 12,0,Cross Table
60,200,A,F 13,2,Correlation
60,200,A,F 14,0,Correlation
60,200,A,F 15,0,Correlation
60,200,A,F 19,2,Mean Difference
60,200,A,F 20,0,Mean Difference
60,200,A,F 21,2.25,Mean Difference
60,200,A,F 25,3,Quali
60,200,A,F 26,0,Quali
60,200,A,F 27,0,Quali
60,200,A,F 28,3,Quali
60,200,A,F 29,0,Quali
60,200,A,F 30,3,Quali
60,200,A,F 31,3,Quali
60,200,A,F 32,3,Quali
60,200,A,F 33,3,Quali
60,200,A,F 34,3,Quali
60,200,A,F 35,0,Quali
60,200,A,F 36,3,Quali
60,200,A,F 37,3,Quali
60,200,A,F 38,3,Quali
60,200,A,F 39,0,Quali
60,200,A,F 40,3,Quali
60,200,A,F 41,0,Quali
60,200,A,F 42,0,Quali
60,923,B,F 1,0.75,Methodology
60,923,B,F 2,1.5,Methodology
60,923,B,F 3,2,Methodology
60,923,B,F 4,3,Measurement Theory
60,923,B,F 5,3,Measurement Theory
60,923,B,F 6,0.75,Measurement Theory
60,923,B,F 7,3,Distribution
60,923,B,F 8,3,Distribution
60,923,B,F 9,3,Distribution
60,923,B,F 10,3,Cross Table
60,923,B,F 11,3,Cross Table
60,923,B,F 12,0,Cross Table
60,923,B,F 13,3,Correlation
60,923,B,F 14,3,Correlation
60,923,B,F 15,0,Correlation
60,923,B,F 19,3,Mean Difference
60,923,B,F 20,0,Mean Difference
60,923,B,F 21,3,Mean Difference
60,923,B,F 25,3,Quali
60,923,B,F 26,0,Quali
60,923,B,F 27,0,Quali
60,923,B,F 28,3,Quali
60,923,B,F 29,3,Quali
60,923,B,F 30,1.5,Quali
60,923,B,F 31,3,Quali
60,923,B,F 32,0,Quali
60,923,B,F 33,3,Quali
60,923,B,F 34,3,Quali
60,923,B,F 35,0,Quali
60,923,B,F 36,3,Quali
60,923,B,F 37,3,Quali
60,923,B,F 38,0,Quali
60,923,B,F 39,3,Quali
60,923,B,F 40,3,Quali
60,923,B,F 41,0,Quali
60,923,B,F 42,3,Quali
60,816,A,F 1,0.75,Methodology
60,816,A,F 2,1.5,Methodology
60,816,A,F 3,3,Methodology
60,816,A,F 4,2,Measurement Theory
60,816,A,F 5,1,Measurement Theory
60,816,A,F 6,3,Measurement Theory
60,816,A,F 7,0,Distribution
60,816,A,F 8,2,Distribution
60,816,A,F 9,3,Distribution
60,816,A,F 10,0,Cross Table
60,816,A,F 11,0,Cross Table
60,816,A,F 12,0,Cross Table
60,816,A,F 13,3,Correlation
60,816,A,F 14,3,Correlation
60,816,A,F 15,1,Correlation
60,816,A,F 19,3,Mean Difference
60,816,A,F 20,3,Mean Difference
60,816,A,F 21,3,Mean Difference
60,816,A,F 25,3,Quali
60,816,A,F 26,3,Quali
60,816,A,F 27,3,Quali
60,816,A,F 28,3,Quali
60,816,A,F 29,0,Quali
60,816,A,F 30,3,Quali
60,816,A,F 31,3,Quali
60,816,A,F 32,3,Quali
60,816,A,F 33,3,Quali
60,816,A,F 34,3,Quali
60,816,A,F 35,3,Quali
60,816,A,F 36,0,Quali
60,816,A,F 37,0,Quali
60,816,A,F 38,3,Quali
60,816,A,F 39,0,Quali
60,816,A,F 40,0,Quali
60,816,A,F 41,3,Quali
60,816,A,F 42,3,Quali
60,697,B,F 1,2.25,Methodology
60,697,B,F 2,1.5,Methodology
60,697,B,F 3,0,Methodology
60,697,B,F 4,2.5,Measurement Theory
60,697,B,F 5,3,Measurement Theory
60,697,B,F 6,1.5,Measurement Theory
60,697,B,F 7,3,Distribution
60,697,B,F 8,0,Distribution
60,697,B,F 9,3,Distribution
60,697,B,F 10,3,Cross Table
60,697,B,F 11,0,Cross Table
60,697,B,F 12,3,Cross Table
60,697,B,F 13,0,Correlation
60,697,B,F 14,3,Correlation
60,697,B,F 15,1,Correlation
60,697,B,F 19,3,Mean Difference
60,697,B,F 20,0,Mean Difference
60,697,B,F 21,1.5,Mean Difference
60,697,B,F 25,3,Quali
60,697,B,F 26,0,Quali
60,697,B,F 27,3,Quali
60,697,B,F 28,3,Quali
60,697,B,F 29,0,Quali
60,697,B,F 30,3,Quali
60,697,B,F 31,3,Quali
60,697,B,F 32,3,Quali
60,697,B,F 33,3,Quali
60,697,B,F 34,0,Quali
60,697,B,F 35,3,Quali
60,697,B,F 36,0,Quali
60,697,B,F 37,0,Quali
60,697,B,F 38,3,Quali
60,697,B,F 39,3,Quali
60,697,B,F 40,0,Quali
60,697,B,F 41,0,Quali
60,697,B,F 42,3,Quali
60,316,A,F 1,3,Methodology
60,316,A,F 2,0,Methodology
60,316,A,F 3,1,Methodology
60,316,A,F 4,1.5,Measurement Theory
60,316,A,F 5,1,Measurement Theory
60,316,A,F 6,0.75,Measurement Theory
60,316,A,F 7,0,Distribution
60,316,A,F 8,1,Distribution
60,316,A,F 9,3,Distribution
60,316,A,F 10,1.5,Cross Table
60,316,A,F 11,0,Cross Table
60,316,A,F 12,0,Cross Table
60,316,A,F 13,0,Correlation
60,316,A,F 14,0,Correlation
60,316,A,F 15,3,Correlation
60,316,A,F 19,3,Mean Difference
60,316,A,F 20,0,Mean Difference
60,316,A,F 21,2.25,Mean Difference
60,316,A,F 25,0,Quali
60,316,A,F 26,0,Quali
60,316,A,F 27,0,Quali
60,316,A,F 28,0,Quali
60,316,A,F 29,0,Quali
60,316,A,F 30,3,Quali
60,316,A,F 31,3,Quali
60,316,A,F 32,0,Quali
60,316,A,F 33,3,Quali
60,316,A,F 34,0,Quali
60,316,A,F 35,0,Quali
60,316,A,F 36,0,Quali
60,316,A,F 37,0,Quali
60,316,A,F 38,0,Quali
60,316,A,F 39,3,Quali
60,316,A,F 40,0,Quali
60,316,A,F 41,0,Quali
60,316,A,F 42,3,Quali
60,720,A,F 1,2.25,Methodology
60,720,A,F 2,3,Methodology
60,720,A,F 3,1,Methodology
60,720,A,F 4,3,Measurement Theory
60,720,A,F 5,3,Measurement Theory
60,720,A,F 6,0.75,Measurement Theory
60,720,A,F 7,3,Distribution
60,720,A,F 8,2,Distribution
60,720,A,F 9,1.5,Distribution
60,720,A,F 10,1.5,Cross Table
60,720,A,F 11,0,Cross Table
60,720,A,F 12,3,Cross Table
60,720,A,F 13,0,Correlation
60,720,A,F 14,0,Correlation
60,720,A,F 15,1,Correlation
60,720,A,F 19,0,Mean Difference
60,720,A,F 20,3,Mean Difference
60,720,A,F 21,0,Mean Difference
60,720,A,F 25,3,Quali
60,720,A,F 26,3,Quali
60,720,A,F 27,3,Quali
60,720,A,F 28,3,Quali
60,720,A,F 29,0,Quali
60,720,A,F 30,3,Quali
60,720,A,F 31,3,Quali
60,720,A,F 32,3,Quali
60,720,A,F 33,3,Quali
60,720,A,F 34,3,Quali
60,720,A,F 35,3,Quali
60,720,A,F 36,0,Quali
60,720,A,F 37,3,Quali
60,720,A,F 38,0,Quali
60,720,A,F 39,3,Quali
60,720,A,F 40,3,Quali
60,720,A,F 41,3,Quali
60,720,A,F 42,3,Quali
60,351,A,F 1,2.25,Methodology
60,351,A,F 2,3,Methodology
60,351,A,F 3,1,Methodology
60,351,A,F 4,2.5,Measurement Theory
60,351,A,F 5,1,Measurement Theory
60,351,A,F 6,1.5,Measurement Theory
60,351,A,F 7,3,Distribution
60,351,A,F 8,3,Distribution
60,351,A,F 9,3,Distribution
60,351,A,F 10,0,Cross Table
60,351,A,F 11,3,Cross Table
60,351,A,F 12,1.5,Cross Table
60,351,A,F 13,3,Correlation
60,351,A,F 14,3,Correlation
60,351,A,F 15,0,Correlation
60,351,A,F 19,3,Mean Difference
60,351,A,F 20,2,Mean Difference
60,351,A,F 21,2,Mean Difference
60,351,A,F 25,0,Quali
60,351,A,F 26,0,Quali
60,351,A,F 27,0,Quali
60,351,A,F 28,0,Quali
60,351,A,F 29,0,Quali
60,351,A,F 30,2.25,Quali
60,351,A,F 31,3,Quali
60,351,A,F 32,0,Quali
60,351,A,F 33,3,Quali
60,351,A,F 34,0,Quali
60,351,A,F 35,0,Quali
60,351,A,F 36,0,Quali
60,351,A,F 37,3,Quali
60,351,A,F 38,3,Quali
60,351,A,F 39,3,Quali
60,351,A,F 40,0,Quali
60,351,A,F 41,3,Quali
60,351,A,F 42,3,Quali
60,780,B,F 1,3,Methodology
60,780,B,F 2,1.5,Methodology
60,780,B,F 3,0,Methodology
60,780,B,F 4,2,Measurement Theory
60,780,B,F 5,0,Measurement Theory
60,780,B,F 6,2.25,Measurement Theory
60,780,B,F 7,0,Distribution
60,780,B,F 8,0,Distribution
60,780,B,F 9,3,Distribution
60,780,B,F 10,1.5,Cross Table
60,780,B,F 11,3,Cross Table
60,780,B,F 12,0,Cross Table
60,780,B,F 13,0,Correlation
60,780,B,F 14,0,Correlation
60,780,B,F 15,0,Correlation
60,780,B,F 19,0,Mean Difference
60,780,B,F 20,0,Mean Difference
60,780,B,F 21,0,Mean Difference
60,780,B,F 25,0,Quali
60,780,B,F 26,0,Quali
60,780,B,F 27,0,Quali
60,780,B,F 28,3,Quali
60,780,B,F 29,0,Quali
60,780,B,F 30,3,Quali
60,780,B,F 31,0,Quali
60,780,B,F 32,3,Quali
60,780,B,F 33,0,Quali
60,780,B,F 34,0,Quali
60,780,B,F 35,0,Quali
60,780,B,F 36,0,Quali
60,780,B,F 37,0,Quali
60,780,B,F 38,0,Quali
60,780,B,F 39,0,Quali
60,780,B,F 40,3,Quali
60,780,B,F 41,0,Quali
60,780,B,F 42,0,Quali
60,867,B,F 1,3,Methodology
60,867,B,F 2,0,Methodology
60,867,B,F 3,0,Methodology
60,867,B,F 4,2.5,Measurement Theory
60,867,B,F 5,1,Measurement Theory
60,867,B,F 6,1.5,Measurement Theory
60,867,B,F 7,0,Distribution
60,867,B,F 8,1,Distribution
60,867,B,F 9,3,Distribution
60,867,B,F 10,0,Cross Table
60,867,B,F 11,0,Cross Table
60,867,B,F 12,0,Cross Table
60,867,B,F 13,3,Correlation
60,867,B,F 14,0,Correlation
60,867,B,F 15,1,Correlation
60,867,B,F 19,0,Mean Difference
60,867,B,F 20,3,Mean Difference
60,867,B,F 21,3,Mean Difference
60,867,B,F 25,3,Quali
60,867,B,F 26,0,Quali
60,867,B,F 27,0,Quali
60,867,B,F 28,3,Quali
60,867,B,F 29,0,Quali
60,867,B,F 30,3,Quali
60,867,B,F 31,3,Quali
60,867,B,F 32,0,Quali
60,867,B,F 33,0,Quali
60,867,B,F 34,0,Quali
60,867,B,F 35,3,Quali
60,867,B,F 36,0,Quali
60,867,B,F 37,3,Quali
60,867,B,F 38,3,Quali
60,867,B,F 39,0,Quali
60,867,B,F 40,3,Quali
60,867,B,F 41,3,Quali
60,867,B,F 42,3,Quali
60,710,A,F 1,0,Methodology
60,710,A,F 2,3,Methodology
60,710,A,F 3,3,Methodology
60,710,A,F 4,2.5,Measurement Theory
60,710,A,F 5,1,Measurement Theory
60,710,A,F 6,3,Measurement Theory
60,710,A,F 7,3,Distribution
60,710,A,F 8,2,Distribution
60,710,A,F 9,0,Distribution
60,710,A,F 10,3,Cross Table
60,710,A,F 11,0,Cross Table
60,710,A,F 12,3,Cross Table
60,710,A,F 13,0,Correlation
60,710,A,F 14,0,Correlation
60,710,A,F 15,2,Correlation
60,710,A,F 19,3,Mean Difference
60,710,A,F 20,0,Mean Difference
60,710,A,F 21,2.25,Mean Difference
60,710,A,F 25,3,Quali
60,710,A,F 26,0,Quali
60,710,A,F 27,0,Quali
60,710,A,F 28,0,Quali
60,710,A,F 29,3,Quali
60,710,A,F 30,3,Quali
60,710,A,F 31,3,Quali
60,710,A,F 32,0,Quali
60,710,A,F 33,0,Quali
60,710,A,F 34,0,Quali
60,710,A,F 35,3,Quali
60,710,A,F 36,0,Quali
60,710,A,F 37,3,Quali
60,710,A,F 38,0,Quali
60,710,A,F 39,0,Quali
60,710,A,F 40,0,Quali
60,710,A,F 41,0,Quali
60,710,A,F 42,0,Quali
60,767,B,F 1,0,Methodology
60,767,B,F 2,0,Methodology
60,767,B,F 3,2,Methodology
60,767,B,F 4,2.5,Measurement Theory
60,767,B,F 5,3,Measurement Theory
60,767,B,F 6,0.75,Measurement Theory
60,767,B,F 7,3,Distribution
60,767,B,F 8,2,Distribution
60,767,B,F 9,3,Distribution
60,767,B,F 10,3,Cross Table
60,767,B,F 11,0,Cross Table
60,767,B,F 12,0,Cross Table
60,767,B,F 13,1.5,Correlation
60,767,B,F 14,0,Correlation
60,767,B,F 15,3,Correlation
60,767,B,F 19,3,Mean Difference
60,767,B,F 20,0,Mean Difference
60,767,B,F 21,2,Mean Difference
60,767,B,F 25,3,Quali
60,767,B,F 26,3,Quali
60,767,B,F 27,0,Quali
60,767,B,F 28,3,Quali
60,767,B,F 29,0,Quali
60,767,B,F 30,2.25,Quali
60,767,B,F 31,3,Quali
60,767,B,F 32,0,Quali
60,767,B,F 33,0,Quali
60,767,B,F 34,0,Quali
60,767,B,F 35,0,Quali
60,767,B,F 36,0,Quali
60,767,B,F 37,3,Quali
60,767,B,F 38,0,Quali
60,767,B,F 39,0,Quali
60,767,B,F 40,3,Quali
60,767,B,F 41,3,Quali
60,767,B,F 42,3,Quali
60,835,B,F 1,0,Methodology
60,835,B,F 2,3,Methodology
60,835,B,F 3,0,Methodology
60,835,B,F 4,2.5,Measurement Theory
60,835,B,F 5,1,Measurement Theory
60,835,B,F 6,0.75,Measurement Theory
60,835,B,F 7,3,Distribution
60,835,B,F 8,2,Distribution
60,835,B,F 9,3,Distribution
60,835,B,F 10,0,Cross Table
60,835,B,F 11,0,Cross Table
60,835,B,F 12,3,Cross Table
60,835,B,F 13,3,Correlation
60,835,B,F 14,3,Correlation
60,835,B,F 15,1,Correlation
60,835,B,F 19,0,Mean Difference
60,835,B,F 20,1,Mean Difference
60,835,B,F 21,0,Mean Difference
60,835,B,F 25,0,Quali
60,835,B,F 26,3,Quali
60,835,B,F 27,0,Quali
60,835,B,F 28,3,Quali
60,835,B,F 29,0,Quali
60,835,B,F 30,2.25,Quali
60,835,B,F 31,3,Quali
60,835,B,F 32,0,Quali
60,835,B,F 33,3,Quali
60,835,B,F 34,0,Quali
60,835,B,F 35,0,Quali
60,835,B,F 36,0,Quali
60,835,B,F 37,3,Quali
60,835,B,F 38,0,Quali
60,835,B,F 39,3,Quali
60,835,B,F 40,3,Quali
60,835,B,F 41,0,Quali
60,835,B,F 42,3,Quali
60,537,A,F 1,3,Methodology
60,537,A,F 2,0,Methodology
60,537,A,F 3,0,Methodology
60,537,A,F 4,3,Measurement Theory
60,537,A,F 5,3,Measurement Theory
60,537,A,F 6,3,Measurement Theory
60,537,A,F 7,3,Distribution
60,537,A,F 8,0,Distribution
60,537,A,F 9,0,Distribution
60,537,A,F 10,3,Cross Table
60,537,A,F 11,0,Cross Table
60,537,A,F 12,3,Cross Table
60,537,A,F 13,0,Correlation
60,537,A,F 14,0,Correlation
60,537,A,F 15,3,Correlation
60,537,A,F 19,3,Mean Difference
60,537,A,F 20,2,Mean Difference
60,537,A,F 21,1.5,Mean Difference
60,537,A,F 25,3,Quali
60,537,A,F 26,3,Quali
60,537,A,F 27,3,Quali
60,537,A,F 28,3,Quali
60,537,A,F 29,0,Quali
60,537,A,F 30,3,Quali
60,537,A,F 31,3,Quali
60,537,A,F 32,0,Quali
60,537,A,F 33,3,Quali
60,537,A,F 34,3,Quali
60,537,A,F 35,3,Quali
60,537,A,F 36,0,Quali
60,537,A,F 37,3,Quali
60,537,A,F 38,3,Quali
60,537,A,F 39,0,Quali
60,537,A,F 40,3,Quali
60,537,A,F 41,0,Quali
60,537,A,F 42,3,Quali
60,441,A,F 1,0.75,Methodology
60,441,A,F 2,1.5,Methodology
60,441,A,F 3,2,Methodology
60,441,A,F 4,3,Measurement Theory
60,441,A,F 5,3,Measurement Theory
60,441,A,F 6,0.75,Measurement Theory
60,441,A,F 7,3,Distribution
60,441,A,F 8,2,Distribution
60,441,A,F 9,0,Distribution
60,441,A,F 10,1.5,Cross Table
60,441,A,F 11,0,Cross Table
60,441,A,F 12,3,Cross Table
60,441,A,F 13,0,Correlation
60,441,A,F 14,3,Correlation
60,441,A,F 15,0,Correlation
60,441,A,F 19,2,Mean Difference
60,441,A,F 20,0,Mean Difference
60,441,A,F 21,3,Mean Difference
60,441,A,F 25,3,Quali
60,441,A,F 26,0,Quali
60,441,A,F 27,0,Quali
60,441,A,F 28,3,Quali
60,441,A,F 29,0,Quali
60,441,A,F 30,3,Quali
60,441,A,F 31,3,Quali
60,441,A,F 32,3,Quali
60,441,A,F 33,3,Quali
60,441,A,F 34,0,Quali
60,441,A,F 35,3,Quali
60,441,A,F 36,3,Quali
60,441,A,F 37,0,Quali
60,441,A,F 38,0,Quali
60,441,A,F 39,3,Quali
60,441,A,F 40,3,Quali
60,441,A,F 41,3,Quali
60,441,A,F 42,3,Quali
60,672,B,F 1,2.25,Methodology
60,672,B,F 2,1.5,Methodology
60,672,B,F 3,1,Methodology
60,672,B,F 4,3,Measurement Theory
60,672,B,F 5,1,Measurement Theory
60,672,B,F 6,0.75,Measurement Theory
60,672,B,F 7,0,Distribution
60,672,B,F 8,2,Distribution
60,672,B,F 9,3,Distribution
60,672,B,F 10,3,Cross Table
60,672,B,F 11,0,Cross Table
60,672,B,F 12,0,Cross Table
60,672,B,F 13,0,Correlation
60,672,B,F 14,0,Correlation
60,672,B,F 15,0,Correlation
60,672,B,F 19,3,Mean Difference
60,672,B,F 20,2,Mean Difference
60,672,B,F 21,3,Mean Difference
60,672,B,F 25,3,Quali
60,672,B,F 26,3,Quali
60,672,B,F 27,3,Quali
60,672,B,F 28,3,Quali
60,672,B,F 29,3,Quali
60,672,B,F 30,3,Quali
60,672,B,F 31,0,Quali
60,672,B,F 32,0,Quali
60,672,B,F 33,3,Quali
60,672,B,F 34,3,Quali
60,672,B,F 35,3,Quali
60,672,B,F 36,3,Quali
60,672,B,F 37,3,Quali
60,672,B,F 38,0,Quali
60,672,B,F 39,3,Quali
60,672,B,F 40,3,Quali
60,672,B,F 41,0,Quali
60,672,B,F 42,3,Quali
60,800,B,F 1,1.5,Methodology
60,800,B,F 2,3,Methodology
60,800,B,F 3,1,Methodology
60,800,B,F 4,3,Measurement Theory
60,800,B,F 5,3,Measurement Theory
60,800,B,F 6,1.5,Measurement Theory
60,800,B,F 7,3,Distribution
60,800,B,F 8,1,Distribution
60,800,B,F 9,3,Distribution
60,800,B,F 10,1.5,Cross Table
60,800,B,F 11,3,Cross Table
60,800,B,F 12,0,Cross Table
60,800,B,F 13,0,Correlation
60,800,B,F 14,0,Correlation
60,800,B,F 15,1,Correlation
60,800,B,F 19,3,Mean Difference
60,800,B,F 20,3,Mean Difference
60,800,B,F 21,2,Mean Difference
60,800,B,F 25,3,Quali
60,800,B,F 26,3,Quali
60,800,B,F 27,3,Quali
60,800,B,F 28,3,Quali
60,800,B,F 29,0,Quali
60,800,B,F 30,2.25,Quali
60,800,B,F 31,3,Quali
60,800,B,F 32,0,Quali
60,800,B,F 33,3,Quali
60,800,B,F 34,0,Quali
60,800,B,F 35,3,Quali
60,800,B,F 36,0,Quali
60,800,B,F 37,0,Quali
60,800,B,F 38,0,Quali
60,800,B,F 39,0,Quali
60,800,B,F 40,3,Quali
60,800,B,F 41,3,Quali
60,800,B,F 42,3,Quali
60,892,A,F 1,1.5,Methodology
60,892,A,F 2,0,Methodology
60,892,A,F 3,1,Methodology
60,892,A,F 4,3,Measurement Theory
60,892,A,F 5,1,Measurement Theory
60,892,A,F 6,1.5,Measurement Theory
60,892,A,F 7,3,Distribution
60,892,A,F 8,3,Distribution
60,892,A,F 9,3,Distribution
60,892,A,F 10,3,Cross Table
60,892,A,F 11,0,Cross Table
60,892,A,F 12,3,Cross Table
60,892,A,F 13,3,Correlation
60,892,A,F 14,0,Correlation
60,892,A,F 15,3,Correlation
60,892,A,F 19,2,Mean Difference
60,892,A,F 20,3,Mean Difference
60,892,A,F 21,3,Mean Difference
60,892,A,F 25,3,Quali
60,892,A,F 26,0,Quali
60,892,A,F 27,0,Quali
60,892,A,F 28,3,Quali
60,892,A,F 29,0,Quali
60,892,A,F 30,2.25,Quali
60,892,A,F 31,3,Quali
60,892,A,F 32,3,Quali
60,892,A,F 33,3,Quali
60,892,A,F 34,0,Quali
60,892,A,F 35,3,Quali
60,892,A,F 36,0,Quali
60,892,A,F 37,0,Quali
60,892,A,F 38,0,Quali
60,892,A,F 39,3,Quali
60,892,A,F 40,0,Quali
60,892,A,F 41,3,Quali
60,892,A,F 42,3,Quali
60,563,A,F 1,2,Methodology
60,563,A,F 2,3,Methodology
60,563,A,F 3,1,Methodology
60,563,A,F 4,3,Measurement Theory
60,563,A,F 5,3,Measurement Theory
60,563,A,F 6,1.5,Measurement Theory
60,563,A,F 7,3,Distribution
60,563,A,F 8,2,Distribution
60,563,A,F 9,3,Distribution
60,563,A,F 10,3,Cross Table
60,563,A,F 11,3,Cross Table
60,563,A,F 12,2,Cross Table
60,563,A,F 13,3,Correlation
60,563,A,F 14,0,Correlation
60,563,A,F 15,2,Correlation
60,563,A,F 19,3,Mean Difference
60,563,A,F 20,2,Mean Difference
60,563,A,F 21,3,Mean Difference
60,563,A,F 25,3,Quali
60,563,A,F 26,3,Quali
60,563,A,F 27,0,Quali
60,563,A,F 28,3,Quali
60,563,A,F 29,0,Quali
60,563,A,F 30,3,Quali
60,563,A,F 31,3,Quali
60,563,A,F 32,0,Quali
60,563,A,F 33,0,Quali
60,563,A,F 34,0,Quali
60,563,A,F 35,0,Quali
60,563,A,F 36,0,Quali
60,563,A,F 37,3,Quali
60,563,A,F 38,0,Quali
60,563,A,F 39,3,Quali
60,563,A,F 40,0,Quali
60,563,A,F 41,0,Quali
60,563,A,F 42,3,Quali
60,679,B,F 1,1,Methodology
60,679,B,F 2,1.5,Methodology
60,679,B,F 3,1,Methodology
60,679,B,F 4,3,Measurement Theory
60,679,B,F 5,3,Measurement Theory
60,679,B,F 6,3,Measurement Theory
60,679,B,F 7,3,Distribution
60,679,B,F 8,2,Distribution
60,679,B,F 9,3,Distribution
60,679,B,F 10,3,Cross Table
60,679,B,F 11,3,Cross Table
60,679,B,F 12,3,Cross Table
60,679,B,F 13,3,Correlation
60,679,B,F 14,0,Correlation
60,679,B,F 15,3,Correlation
60,679,B,F 19,3,Mean Difference
60,679,B,F 20,3,Mean Difference
60,679,B,F 21,1.5,Mean Difference
60,679,B,F 25,0,Quali
60,679,B,F 26,0,Quali
60,679,B,F 27,3,Quali
60,679,B,F 28,3,Quali
60,679,B,F 29,3,Quali
60,679,B,F 30,1.5,Quali
60,679,B,F 31,3,Quali
60,679,B,F 32,3,Quali
60,679,B,F 33,3,Quali
60,679,B,F 34,3,Quali
60,679,B,F 35,0,Quali
60,679,B,F 36,0,Quali
60,679,B,F 37,3,Quali
60,679,B,F 38,3,Quali
60,679,B,F 39,0,Quali
60,679,B,F 40,0,Quali
60,679,B,F 41,3,Quali
60,679,B,F 42,3,Quali
60,919,A,F 1,0,Methodology
60,919,A,F 2,1.5,Methodology
60,919,A,F 3,1,Methodology
60,919,A,F 4,2.5,Measurement Theory
60,919,A,F 5,1,Measurement Theory
60,919,A,F 6,1.5,Measurement Theory
60,919,A,F 7,0,Distribution
60,919,A,F 8,0,Distribution
60,919,A,F 9,3,Distribution
60,919,A,F 10,3,Cross Table
60,919,A,F 11,0,Cross Table
60,919,A,F 12,0,Cross Table
60,919,A,F 13,0,Correlation
60,919,A,F 14,0,Correlation
60,919,A,F 15,0,Correlation
60,919,A,F 19,0,Mean Difference
60,919,A,F 20,0,Mean Difference
60,919,A,F 21,3,Mean Difference
60,919,A,F 25,3,Quali
60,919,A,F 26,3,Quali
60,919,A,F 27,3,Quali
60,919,A,F 28,3,Quali
60,919,A,F 29,0,Quali
60,919,A,F 30,3,Quali
60,919,A,F 31,0,Quali
60,919,A,F 32,3,Quali
60,919,A,F 33,3,Quali
60,919,A,F 34,3,Quali
60,919,A,F 35,0,Quali
60,919,A,F 36,3,Quali
60,919,A,F 37,3,Quali
60,919,A,F 38,3,Quali
60,919,A,F 39,3,Quali
60,919,A,F 40,0,Quali
60,919,A,F 41,0,Quali
60,919,A,F 42,3,Quali
60,571,B,F 1,0.75,Methodology
60,571,B,F 2,3,Methodology
60,571,B,F 3,0,Methodology
60,571,B,F 4,3,Measurement Theory
60,571,B,F 5,3,Measurement Theory
60,571,B,F 6,0.75,Measurement Theory
60,571,B,F 7,0,Distribution
60,571,B,F 8,3,Distribution
60,571,B,F 9,3,Distribution
60,571,B,F 10,3,Cross Table
60,571,B,F 11,3,Cross Table
